cyp2c19,cyp2d6,cyp3a4,cyp1a2,cyp2c9,CID,SID
0.0,0.0,0.0,,0.0,3244582.0,4250823.0
1.0,,,,,3244603.0,4250845.0
0.0,0.0,,0.0,0.0,5771479.0,4250855.0
0.0,0.0,,0.0,0.0,3244615.0,4250858.0
0.0,0.0,0.0,0.0,0.0,612407.0,4250868.0
1.0,0.0,,1.0,1.0,3244639.0,4250885.0
,0.0,1.0,0.0,,3244645.0,4250890.0
,,,1.0,,3244648.0,4250894.0
1.0,0.0,1.0,1.0,1.0,3244649.0,4250895.0
0.0,0.0,,,,3244654.0,4250901.0
,0.0,,0.0,0.0,3244662.0,4250910.0
0.0,0.0,,0.0,,3244669.0,4250919.0
1.0,,,0.0,1.0,135485421.0,4250935.0
,,0.0,0.0,0.0,6602868.0,4250937.0
,0.0,1.0,0.0,,3244702.0,4250954.0
0.0,0.0,0.0,0.0,0.0,3244703.0,4250955.0
0.0,,0.0,0.0,,702389.0,4250957.0
0.0,0.0,,0.0,0.0,6603307.0,4250980.0
1.0,,1.0,1.0,1.0,3244726.0,4250983.0
0.0,,0.0,,0.0,3244753.0,4251014.0
,0.0,0.0,1.0,,3244755.0,4251016.0
,0.0,0.0,,,135482459.0,4251030.0
,0.0,0.0,,,3244769.0,4251033.0
,0.0,0.0,0.0,0.0,3244776.0,4251040.0
0.0,0.0,0.0,1.0,0.0,3244777.0,4251041.0
0.0,,0.0,0.0,0.0,3244782.0,4251046.0
,0.0,,1.0,0.0,3244790.0,4251055.0
,0.0,0.0,,0.0,3244801.0,4251069.0
0.0,,0.0,0.0,0.0,3244815.0,4251084.0
,,1.0,1.0,,3244823.0,4251093.0
,0.0,,0.0,,3244825.0,4251095.0
,0.0,0.0,,0.0,715208.0,4251097.0
,0.0,0.0,0.0,,3244827.0,4251098.0
1.0,,,,,3244839.0,4251111.0
1.0,1.0,,1.0,1.0,1266902.0,4251114.0
0.0,0.0,,0.0,,3244851.0,4251126.0
1.0,0.0,1.0,0.0,1.0,3244860.0,4251136.0
0.0,0.0,,0.0,,3244863.0,4251139.0
1.0,,1.0,,1.0,866706.0,4251141.0
,0.0,,,0.0,3244874.0,4251152.0
,0.0,0.0,1.0,,359838.0,4251174.0
,1.0,,0.0,,3244905.0,4251186.0
1.0,,,1.0,,3244907.0,4251188.0
0.0,0.0,1.0,,,3244910.0,4251191.0
1.0,,1.0,1.0,,765854.0,4251197.0
,0.0,0.0,0.0,0.0,3244931.0,4251217.0
1.0,0.0,0.0,1.0,1.0,9555297.0,4251231.0
0.0,0.0,0.0,0.0,0.0,3244945.0,4251232.0
,,1.0,0.0,,3244960.0,4251248.0
1.0,,0.0,1.0,1.0,2990071.0,4251279.0
0.0,0.0,0.0,0.0,0.0,3244988.0,4251282.0
1.0,0.0,,1.0,,588745.0,4251285.0
0.0,,0.0,0.0,0.0,3244994.0,4251289.0
1.0,,,1.0,1.0,3245016.0,4251314.0
1.0,,1.0,,1.0,3245036.0,4251336.0
0.0,0.0,,0.0,0.0,3245043.0,4251344.0
1.0,0.0,1.0,0.0,1.0,3245051.0,4251352.0
1.0,0.0,,0.0,1.0,135485424.0,4251354.0
0.0,0.0,0.0,,0.0,3245072.0,4251375.0
,0.0,0.0,,,3245082.0,4251385.0
0.0,0.0,,0.0,,3245090.0,4251394.0
1.0,0.0,,1.0,0.0,3245110.0,4251421.0
,0.0,1.0,0.0,0.0,3245111.0,4251422.0
,0.0,0.0,0.0,0.0,2767267.0,4251431.0
0.0,0.0,0.0,1.0,0.0,3245122.0,4251435.0
0.0,0.0,,0.0,0.0,3245128.0,4251441.0
,0.0,,0.0,0.0,3245134.0,4251448.0
1.0,,1.0,1.0,,3245136.0,4251450.0
0.0,0.0,0.0,,0.0,3245146.0,4251463.0
0.0,0.0,0.0,,0.0,3245152.0,4251471.0
,0.0,,0.0,0.0,3245155.0,4251475.0
0.0,0.0,0.0,,0.0,713783.0,4251498.0
1.0,,,1.0,1.0,3245177.0,4251500.0
1.0,,0.0,0.0,1.0,3245180.0,4251506.0
1.0,0.0,,,1.0,3245186.0,4251514.0
,,0.0,,,3245199.0,4251528.0
0.0,0.0,,0.0,0.0,3245251.0,4251587.0
1.0,0.0,,0.0,,3245282.0,4251621.0
1.0,0.0,0.0,0.0,0.0,3245287.0,4251627.0
,0.0,0.0,0.0,1.0,3245288.0,4251628.0
1.0,0.0,0.0,1.0,,3245311.0,4251655.0
1.0,1.0,1.0,0.0,1.0,3245313.0,4251657.0
1.0,,1.0,,,3245318.0,4251662.0
,0.0,,,,3245324.0,4251668.0
1.0,0.0,1.0,0.0,,3245333.0,4251678.0
1.0,0.0,1.0,0.0,1.0,3245343.0,4251688.0
,0.0,0.0,,,3245344.0,4251689.0
,,1.0,1.0,,3245357.0,4251703.0
0.0,0.0,,,0.0,3245358.0,4251704.0
1.0,,1.0,1.0,1.0,1266897.0,4251706.0
1.0,0.0,1.0,1.0,1.0,135485428.0,4251714.0
1.0,,1.0,,0.0,3245387.0,4251735.0
1.0,0.0,1.0,,,2835548.0,4251736.0
,0.0,0.0,0.0,0.0,3245402.0,4251755.0
,0.0,0.0,0.0,0.0,3245411.0,4251767.0
,0.0,,,0.0,3245424.0,4251781.0
1.0,,,,,3245430.0,4251786.0
0.0,0.0,0.0,0.0,0.0,3124991.0,4251787.0
,,0.0,,0.0,3245446.0,4251804.0
,,1.0,1.0,1.0,3245455.0,4251814.0
,0.0,0.0,,,3245464.0,4251826.0
0.0,0.0,0.0,,0.0,3245466.0,4251829.0
,0.0,1.0,0.0,0.0,3245470.0,4251833.0
1.0,0.0,1.0,1.0,1.0,3245475.0,4251837.0
,0.0,0.0,1.0,,601074.0,4251848.0
0.0,0.0,0.0,1.0,0.0,3245490.0,4251855.0
0.0,0.0,0.0,0.0,0.0,756979.0,4251856.0
,0.0,,0.0,0.0,3245493.0,4251860.0
1.0,0.0,,0.0,,3245501.0,4251869.0
0.0,0.0,,0.0,0.0,3245502.0,4251870.0
1.0,0.0,1.0,1.0,1.0,3245519.0,4251889.0
1.0,0.0,,1.0,1.0,3245525.0,4251896.0
,,,1.0,,829823.0,4251901.0
0.0,,0.0,0.0,0.0,3245531.0,4251903.0
1.0,0.0,1.0,,1.0,591517.0,4251905.0
0.0,0.0,0.0,,0.0,2830161.0,4251910.0
0.0,0.0,,0.0,0.0,3245542.0,4251917.0
0.0,0.0,0.0,0.0,0.0,3245564.0,4251945.0
1.0,1.0,,,,3245565.0,4251946.0
1.0,0.0,0.0,0.0,,11257.0,4251949.0
,0.0,0.0,,,3245571.0,4251953.0
,0.0,0.0,1.0,0.0,3245572.0,4251954.0
0.0,0.0,0.0,0.0,,3245583.0,4251968.0
,,,1.0,,2990940.0,4251970.0
1.0,,1.0,,1.0,3245595.0,4251983.0
1.0,0.0,1.0,1.0,,3245597.0,4251986.0
,0.0,0.0,1.0,,3245603.0,4251992.0
,,,0.0,1.0,3245612.0,4252002.0
0.0,0.0,,,0.0,3245621.0,4252013.0
,0.0,,0.0,,3245624.0,4252017.0
,0.0,1.0,0.0,,3245653.0,4252050.0
0.0,1.0,,,0.0,3245654.0,4252051.0
0.0,0.0,,1.0,,627093.0,4252061.0
1.0,,0.0,,1.0,3245665.0,4252063.0
,0.0,,0.0,,3245669.0,4252068.0
0.0,0.0,0.0,0.0,0.0,3245674.0,4252075.0
0.0,0.0,,0.0,0.0,3245681.0,4252083.0
0.0,,1.0,0.0,1.0,3245687.0,4252092.0
0.0,0.0,0.0,0.0,0.0,3245705.0,4252110.0
,0.0,,0.0,0.0,3245709.0,4252114.0
0.0,0.0,1.0,0.0,0.0,3245710.0,4252115.0
1.0,0.0,,0.0,,3245715.0,4252120.0
0.0,,0.0,0.0,0.0,3245725.0,4252130.0
,0.0,1.0,,0.0,3245738.0,4252146.0
,,1.0,,1.0,135458518.0,4252151.0
1.0,0.0,,,,3245744.0,4252153.0
,0.0,0.0,,,3245745.0,4252155.0
1.0,1.0,1.0,0.0,,3245747.0,4252157.0
0.0,0.0,0.0,1.0,0.0,3245768.0,4252181.0
1.0,0.0,,,1.0,849685.0,4252189.0
,0.0,0.0,0.0,0.0,3245780.0,4252197.0
,,,1.0,,135485430.0,4252203.0
0.0,0.0,0.0,0.0,0.0,3245798.0,4252216.0
1.0,0.0,1.0,,1.0,3245807.0,4252229.0
,0.0,1.0,0.0,0.0,3245815.0,4252239.0
0.0,0.0,0.0,1.0,0.0,3245831.0,4252256.0
0.0,,0.0,0.0,0.0,3245840.0,4252265.0
,0.0,1.0,1.0,,3245843.0,4252268.0
1.0,,,,,3245857.0,4252282.0
,,,0.0,0.0,3245867.0,4252292.0
,0.0,,1.0,1.0,2937693.0,4252298.0
1.0,,,,0.0,3245883.0,4252312.0
1.0,0.0,0.0,0.0,0.0,3245893.0,4252324.0
0.0,0.0,0.0,,0.0,254510.0,4252326.0
0.0,0.0,,0.0,1.0,3245911.0,4252349.0
,0.0,0.0,,0.0,3245914.0,4252353.0
1.0,1.0,1.0,,,3245920.0,4252359.0
1.0,,,1.0,0.0,3245926.0,4252365.0
0.0,0.0,0.0,0.0,,718054.0,4252386.0
0.0,0.0,0.0,0.0,0.0,3245945.0,4252387.0
,0.0,,,,3245951.0,4252393.0
0.0,0.0,,0.0,0.0,3245963.0,4252405.0
1.0,,0.0,1.0,,3245964.0,4252407.0
0.0,0.0,0.0,1.0,0.0,3245971.0,4252415.0
0.0,0.0,0.0,1.0,0.0,6602872.0,4252435.0
,,1.0,,0.0,3245991.0,4252438.0
,0.0,1.0,0.0,,3245992.0,4252440.0
0.0,,0.0,0.0,0.0,3245998.0,4252446.0
0.0,0.0,,0.0,0.0,3245999.0,4252447.0
0.0,0.0,0.0,0.0,0.0,219559.0,4252448.0
1.0,0.0,,,,3246000.0,4252449.0
1.0,0.0,0.0,,,3246001.0,4252450.0
,0.0,0.0,0.0,,3246002.0,4252451.0
0.0,0.0,0.0,0.0,0.0,219585.0,4252452.0
0.0,0.0,0.0,0.0,0.0,219648.0,4252453.0
0.0,0.0,0.0,0.0,0.0,219751.0,4252454.0
0.0,0.0,0.0,0.0,0.0,3246003.0,4252455.0
0.0,0.0,0.0,0.0,0.0,219796.0,4252456.0
,0.0,0.0,0.0,0.0,3246004.0,4252457.0
,0.0,0.0,0.0,0.0,3246005.0,4252458.0
0.0,0.0,0.0,0.0,,151805.0,4252459.0
1.0,1.0,1.0,1.0,,219939.0,4252460.0
0.0,,0.0,0.0,0.0,17210.0,4252461.0
0.0,0.0,0.0,0.0,0.0,3246006.0,4252462.0
1.0,0.0,0.0,0.0,1.0,3246007.0,4252463.0
0.0,,0.0,1.0,0.0,3246008.0,4252464.0
1.0,,,,1.0,31316.0,4252465.0
0.0,0.0,0.0,0.0,0.0,3246009.0,4252466.0
0.0,0.0,0.0,0.0,0.0,14925.0,4252467.0
0.0,,,0.0,0.0,3246010.0,4252468.0
,0.0,0.0,0.0,0.0,3246011.0,4252469.0
0.0,0.0,0.0,0.0,0.0,407193.0,4252470.0
0.0,0.0,0.0,0.0,0.0,220278.0,4252471.0
1.0,,,1.0,1.0,220284.0,4252472.0
,,,1.0,,3246012.0,4252473.0
0.0,0.0,0.0,0.0,0.0,3246013.0,4252474.0
0.0,0.0,0.0,,0.0,3246014.0,4252475.0
0.0,0.0,0.0,,0.0,220395.0,4252476.0
0.0,,0.0,0.0,0.0,220442.0,4252477.0
0.0,,0.0,0.0,0.0,3246015.0,4252478.0
0.0,0.0,0.0,0.0,0.0,3246016.0,4252479.0
0.0,0.0,,,0.0,220490.0,4252480.0
,0.0,,0.0,0.0,3246017.0,4252481.0
,0.0,0.0,0.0,0.0,16684723.0,4252483.0
0.0,0.0,0.0,0.0,0.0,220601.0,4252484.0
0.0,0.0,0.0,1.0,0.0,276800.0,4252485.0
0.0,0.0,0.0,0.0,0.0,254020.0,4252486.0
1.0,,,1.0,0.0,220688.0,4252487.0
1.0,0.0,0.0,0.0,0.0,220689.0,4252488.0
0.0,0.0,0.0,0.0,0.0,142766.0,4252489.0
0.0,0.0,,,0.0,220852.0,4252491.0
0.0,,0.0,0.0,0.0,769614.0,4252492.0
,0.0,0.0,0.0,0.0,221006.0,4252493.0
,0.0,0.0,1.0,0.0,221007.0,4252494.0
1.0,0.0,0.0,1.0,1.0,221012.0,4252495.0
0.0,0.0,0.0,0.0,0.0,15588.0,4252496.0
0.0,0.0,0.0,0.0,0.0,221086.0,4252497.0
1.0,,0.0,,,3246020.0,4252499.0
,0.0,0.0,0.0,,4871.0,4252500.0
0.0,0.0,0.0,0.0,0.0,77604.0,4252501.0
0.0,0.0,0.0,0.0,0.0,5771518.0,4252502.0
0.0,0.0,0.0,,0.0,8660.0,4252503.0
0.0,0.0,0.0,0.0,0.0,680063.0,4252504.0
1.0,0.0,0.0,,1.0,407450.0,4252505.0
0.0,0.0,0.0,0.0,0.0,150648.0,4252506.0
,0.0,0.0,0.0,0.0,221258.0,4252507.0
0.0,0.0,,0.0,0.0,307957.0,4252508.0
0.0,0.0,0.0,,0.0,221354.0,4252509.0
1.0,0.0,0.0,0.0,,221363.0,4252510.0
1.0,0.0,0.0,1.0,1.0,14187.0,4252511.0
,0.0,0.0,0.0,0.0,221428.0,4252512.0
0.0,0.0,0.0,0.0,0.0,3246022.0,4252513.0
0.0,,0.0,0.0,0.0,927899.0,4252514.0
0.0,0.0,0.0,,0.0,221513.0,4252515.0
0.0,0.0,0.0,,0.0,64800.0,4252516.0
1.0,0.0,0.0,0.0,0.0,221519.0,4252517.0
0.0,0.0,0.0,0.0,0.0,10366.0,4252518.0
0.0,0.0,0.0,0.0,0.0,3006165.0,4252519.0
0.0,0.0,0.0,,0.0,66799.0,4252520.0
,,,,1.0,3246023.0,4252521.0
0.0,0.0,0.0,0.0,0.0,5771520.0,4252522.0
0.0,0.0,0.0,0.0,0.0,407541.0,4252523.0
0.0,0.0,0.0,0.0,0.0,407542.0,4252524.0
0.0,0.0,0.0,0.0,0.0,9087.0,4252525.0
1.0,0.0,,,0.0,222114.0,4252526.0
0.0,0.0,0.0,0.0,0.0,3246024.0,4252527.0
,0.0,0.0,0.0,0.0,11972248.0,4252528.0
0.0,0.0,0.0,0.0,0.0,444212.0,4252529.0
0.0,0.0,0.0,0.0,0.0,135485434.0,4252530.0
0.0,0.0,0.0,0.0,0.0,5771523.0,4252531.0
,0.0,0.0,0.0,0.0,5771524.0,4252532.0
0.0,0.0,0.0,0.0,0.0,94908.0,4252533.0
0.0,0.0,0.0,,,22145.0,4252534.0
0.0,0.0,0.0,0.0,,222268.0,4252535.0
,,,1.0,,69448.0,4252536.0
,0.0,0.0,1.0,0.0,3034162.0,4252537.0
0.0,0.0,0.0,,0.0,222304.0,4252538.0
0.0,0.0,0.0,0.0,0.0,3246028.0,4252539.0
0.0,0.0,0.0,0.0,0.0,3246029.0,4252540.0
,0.0,0.0,0.0,0.0,222574.0,4252541.0
0.0,0.0,0.0,0.0,0.0,637566.0,4252542.0
0.0,0.0,0.0,0.0,0.0,87983.0,4252543.0
,0.0,0.0,,0.0,407800.0,4252544.0
1.0,,0.0,,1.0,222760.0,4252545.0
0.0,0.0,0.0,0.0,0.0,3246030.0,4252546.0
0.0,0.0,0.0,,0.0,1380711.0,4252547.0
,,,1.0,0.0,222880.0,4252548.0
0.0,0.0,0.0,0.0,0.0,676154.0,4252549.0
0.0,0.0,0.0,0.0,0.0,6140.0,4252550.0
0.0,,,0.0,0.0,3246031.0,4252551.0
0.0,0.0,0.0,0.0,0.0,820629.0,4252552.0
0.0,0.0,0.0,0.0,0.0,407900.0,4252553.0
1.0,1.0,0.0,,0.0,223156.0,4252554.0
0.0,0.0,0.0,0.0,0.0,111804.0,4252555.0
0.0,0.0,0.0,,,4766.0,4252556.0
1.0,1.0,1.0,,1.0,3246032.0,4252558.0
,0.0,0.0,0.0,0.0,3246033.0,4252559.0
0.0,,,0.0,0.0,223186.0,4252560.0
0.0,0.0,,0.0,,223187.0,4252561.0
0.0,0.0,,0.0,,223191.0,4252562.0
0.0,,0.0,,0.0,223285.0,4252563.0
0.0,,0.0,,0.0,408043.0,4252564.0
0.0,0.0,0.0,1.0,0.0,3246034.0,4252565.0
0.0,0.0,0.0,0.0,0.0,853750.0,4252566.0
,1.0,0.0,1.0,,11980115.0,4252568.0
0.0,0.0,,0.0,0.0,20684.0,4252569.0
0.0,0.0,0.0,,0.0,408168.0,4252570.0
0.0,0.0,0.0,,0.0,223744.0,4252571.0
,0.0,,1.0,,223753.0,4252572.0
0.0,0.0,0.0,0.0,0.0,20441.0,4252573.0
,0.0,0.0,0.0,0.0,3246035.0,4252574.0
1.0,0.0,,,1.0,223826.0,4252575.0
0.0,0.0,0.0,0.0,0.0,5771527.0,4252576.0
0.0,0.0,0.0,0.0,0.0,71166.0,4252577.0
0.0,0.0,0.0,0.0,0.0,3246037.0,4252578.0
0.0,0.0,0.0,0.0,0.0,408250.0,4252579.0
0.0,0.0,0.0,0.0,0.0,408275.0,4252580.0
,0.0,0.0,0.0,0.0,224101.0,4252581.0
0.0,0.0,0.0,,0.0,224145.0,4252582.0
0.0,,0.0,,0.0,408290.0,4252583.0
0.0,0.0,0.0,0.0,0.0,224250.0,4252584.0
0.0,0.0,0.0,,0.0,224267.0,4252585.0
0.0,0.0,0.0,0.0,0.0,224270.0,4252586.0
0.0,0.0,0.0,0.0,0.0,224279.0,4252587.0
0.0,0.0,0.0,0.0,0.0,224295.0,4252588.0
,0.0,0.0,0.0,0.0,224336.0,4252589.0
0.0,0.0,0.0,0.0,0.0,3246038.0,4252590.0
,0.0,0.0,0.0,0.0,3246039.0,4252591.0
0.0,,0.0,0.0,0.0,224506.0,4252592.0
0.0,0.0,,0.0,0.0,73099.0,4252593.0
0.0,0.0,0.0,0.0,0.0,224575.0,4252594.0
,,,0.0,0.0,3246041.0,4252595.0
0.0,0.0,0.0,0.0,0.0,3246042.0,4252596.0
0.0,,,,0.0,224604.0,4252597.0
,1.0,0.0,,0.0,3246043.0,4252598.0
0.0,0.0,0.0,1.0,0.0,135408788.0,4252599.0
0.0,0.0,0.0,,0.0,224680.0,4252600.0
,1.0,0.0,,0.0,3246044.0,4252601.0
0.0,0.0,0.0,,0.0,75106.0,4252602.0
0.0,,0.0,,0.0,3246045.0,4252603.0
0.0,1.0,0.0,0.0,0.0,3246046.0,4252604.0
0.0,0.0,0.0,0.0,0.0,224772.0,4252605.0
0.0,,0.0,0.0,0.0,408481.0,4252606.0
0.0,0.0,,0.0,0.0,224790.0,4252607.0
0.0,0.0,0.0,,0.0,224792.0,4252608.0
0.0,0.0,0.0,0.0,,408483.0,4252609.0
,0.0,0.0,0.0,0.0,23749.0,4252610.0
0.0,0.0,,,,408514.0,4252611.0
0.0,0.0,0.0,,0.0,408515.0,4252612.0
0.0,0.0,0.0,0.0,0.0,224907.0,4252613.0
0.0,0.0,0.0,0.0,0.0,3246047.0,4252614.0
0.0,0.0,0.0,0.0,0.0,224913.0,4252615.0
0.0,0.0,0.0,0.0,0.0,5771529.0,4252616.0
0.0,0.0,0.0,0.0,0.0,224928.0,4252617.0
0.0,0.0,0.0,,0.0,224948.0,4252618.0
1.0,,1.0,,,224958.0,4252619.0
0.0,0.0,0.0,0.0,0.0,3246048.0,4252620.0
0.0,0.0,0.0,0.0,0.0,224976.0,4252621.0
0.0,0.0,0.0,0.0,0.0,224977.0,4252622.0
1.0,,0.0,,1.0,224978.0,4252623.0
0.0,0.0,0.0,,0.0,66496.0,4252624.0
0.0,,0.0,0.0,0.0,5351655.0,4252625.0
,0.0,0.0,,0.0,225054.0,4252626.0
,0.0,0.0,0.0,0.0,225067.0,4252627.0
0.0,0.0,0.0,0.0,0.0,225069.0,4252628.0
0.0,0.0,0.0,0.0,0.0,3246049.0,4252629.0
0.0,0.0,0.0,0.0,0.0,3246050.0,4252630.0
0.0,0.0,0.0,,0.0,225095.0,4252631.0
0.0,0.0,0.0,0.0,0.0,137805.0,4252632.0
0.0,0.0,0.0,,0.0,208384.0,4252633.0
1.0,,,,,3246051.0,4252634.0
,0.0,0.0,0.0,0.0,225243.0,4252635.0
,,0.0,,,225323.0,4252636.0
0.0,0.0,0.0,0.0,0.0,9595215.0,4252637.0
0.0,0.0,0.0,0.0,0.0,3246053.0,4252638.0
0.0,0.0,0.0,,0.0,408613.0,4252639.0
0.0,0.0,0.0,0.0,0.0,225483.0,4252640.0
0.0,0.0,0.0,0.0,0.0,1550569.0,4252641.0
0.0,0.0,0.0,,0.0,20794.0,4252642.0
0.0,0.0,0.0,,0.0,408701.0,4252643.0
,0.0,,1.0,,225630.0,4252644.0
,0.0,,1.0,0.0,5771531.0,4252645.0
0.0,0.0,0.0,0.0,0.0,3246054.0,4252646.0
,0.0,0.0,0.0,0.0,16683599.0,4252648.0
0.0,0.0,0.0,0.0,0.0,16684726.0,4252649.0
0.0,0.0,0.0,0.0,0.0,16684728.0,4252650.0
0.0,0.0,0.0,0.0,0.0,16684730.0,4252651.0
,0.0,0.0,1.0,1.0,5771532.0,4252652.0
0.0,0.0,0.0,,0.0,3246059.0,4252653.0
0.0,0.0,0.0,,0.0,408814.0,4252654.0
0.0,1.0,0.0,0.0,0.0,408821.0,4252655.0
0.0,0.0,0.0,0.0,0.0,226081.0,4252656.0
0.0,0.0,0.0,,0.0,23270.0,4252657.0
0.0,0.0,,1.0,,226105.0,4252658.0
0.0,0.0,0.0,0.0,0.0,3246060.0,4252659.0
0.0,,0.0,0.0,0.0,3246061.0,4252660.0
0.0,0.0,0.0,0.0,0.0,97725.0,4252661.0
0.0,0.0,0.0,0.0,0.0,226266.0,4252662.0
0.0,0.0,0.0,,0.0,3246063.0,4252663.0
0.0,0.0,0.0,0.0,,197883.0,4252664.0
,0.0,,1.0,0.0,226514.0,4252665.0
0.0,0.0,0.0,,0.0,408925.0,4252666.0
0.0,0.0,,0.0,0.0,3246064.0,4252667.0
0.0,0.0,0.0,0.0,0.0,3246065.0,4252668.0
0.0,,0.0,,0.0,3246066.0,4252669.0
1.0,,,,0.0,408974.0,4252670.0
,1.0,0.0,0.0,0.0,3246067.0,4252671.0
0.0,0.0,0.0,0.0,0.0,80819.0,4252674.0
0.0,0.0,0.0,1.0,0.0,408996.0,4252675.0
0.0,,0.0,0.0,0.0,81770.0,4252676.0
0.0,,0.0,0.0,0.0,3246069.0,4252677.0
1.0,,,1.0,1.0,88779.0,4252678.0
0.0,,0.0,0.0,0.0,3246070.0,4252679.0
1.0,1.0,1.0,1.0,1.0,409027.0,4252680.0
,0.0,0.0,,0.0,226882.0,4252681.0
0.0,0.0,0.0,0.0,0.0,3246071.0,4252682.0
0.0,0.0,0.0,0.0,0.0,3246072.0,4252683.0
0.0,0.0,1.0,,,409082.0,4252684.0
0.0,0.0,0.0,1.0,0.0,135485435.0,4252685.0
0.0,0.0,,1.0,0.0,5458408.0,4252686.0
0.0,,,0.0,0.0,409110.0,4252687.0
0.0,0.0,0.0,,0.0,227150.0,4252688.0
0.0,0.0,0.0,0.0,0.0,3246074.0,4252689.0
0.0,0.0,0.0,0.0,0.0,3246075.0,4252690.0
0.0,0.0,0.0,,0.0,3246076.0,4252691.0
0.0,0.0,0.0,0.0,0.0,227281.0,4252692.0
0.0,0.0,0.0,0.0,0.0,3246077.0,4252693.0
0.0,0.0,0.0,0.0,0.0,10825.0,4252694.0
0.0,0.0,0.0,0.0,0.0,227312.0,4252695.0
1.0,0.0,,1.0,1.0,3246078.0,4252696.0
1.0,1.0,,1.0,0.0,227337.0,4252697.0
1.0,1.0,0.0,0.0,0.0,227345.0,4252698.0
0.0,0.0,0.0,,0.0,227424.0,4252699.0
1.0,0.0,,1.0,,5771537.0,4252700.0
0.0,0.0,0.0,0.0,0.0,3246079.0,4252701.0
0.0,0.0,0.0,0.0,0.0,227513.0,4252702.0
1.0,1.0,,1.0,0.0,227530.0,4252703.0
0.0,0.0,0.0,0.0,0.0,409194.0,4252705.0
0.0,1.0,0.0,0.0,,409199.0,4252706.0
0.0,1.0,0.0,0.0,0.0,3246080.0,4252707.0
,0.0,0.0,,0.0,227681.0,4252708.0
0.0,0.0,0.0,0.0,0.0,334207.0,4252709.0
0.0,0.0,,,0.0,3246081.0,4252710.0
,1.0,0.0,0.0,0.0,227840.0,4252711.0
0.0,0.0,0.0,0.0,0.0,522083.0,4252712.0
0.0,0.0,0.0,0.0,0.0,409314.0,4252713.0
1.0,1.0,1.0,1.0,1.0,210230.0,4252714.0
,,0.0,0.0,,135485436.0,4252715.0
0.0,0.0,0.0,0.0,0.0,3246084.0,4252716.0
0.0,0.0,0.0,0.0,0.0,446168.0,4252717.0
0.0,0.0,0.0,,0.0,409402.0,4252718.0
,0.0,0.0,,0.0,24693.0,4252719.0
0.0,0.0,0.0,0.0,0.0,1052.0,4252720.0
,0.0,,1.0,0.0,228480.0,4252721.0
,0.0,0.0,,0.0,9561125.0,4252722.0
0.0,,0.0,,0.0,228534.0,4252723.0
0.0,0.0,0.0,0.0,1.0,228569.0,4252724.0
0.0,0.0,0.0,0.0,0.0,3246085.0,4252725.0
0.0,0.0,0.0,0.0,0.0,409514.0,4252726.0
0.0,0.0,0.0,0.0,0.0,2761812.0,4252727.0
0.0,0.0,0.0,0.0,0.0,3246086.0,4252728.0
0.0,0.0,0.0,0.0,0.0,69096.0,4252729.0
0.0,0.0,0.0,0.0,0.0,229022.0,4252730.0
0.0,,0.0,,0.0,229287.0,4252731.0
,0.0,0.0,0.0,0.0,229300.0,4252732.0
0.0,0.0,0.0,,0.0,409697.0,4252733.0
0.0,0.0,0.0,0.0,0.0,3246087.0,4252735.0
0.0,0.0,0.0,,0.0,685688.0,4252737.0
0.0,0.0,0.0,1.0,0.0,16129644.0,4252738.0
0.0,0.0,,0.0,,5771538.0,4252739.0
0.0,0.0,,1.0,0.0,229459.0,4252740.0
0.0,0.0,0.0,,,229466.0,4252741.0
0.0,0.0,,1.0,0.0,3246089.0,4252742.0
0.0,,0.0,,0.0,409779.0,4252743.0
0.0,0.0,0.0,0.0,0.0,229726.0,4252744.0
0.0,0.0,0.0,,0.0,229815.0,4252745.0
,0.0,0.0,,0.0,229831.0,4252746.0
0.0,0.0,,0.0,0.0,3246090.0,4252747.0
0.0,0.0,0.0,0.0,0.0,3246091.0,4252748.0
,,0.0,0.0,0.0,3246092.0,4252749.0
,,0.0,0.0,0.0,3246093.0,4252750.0
0.0,0.0,0.0,,,5473735.0,4252751.0
1.0,,,1.0,,409833.0,4252752.0
1.0,,,1.0,,409834.0,4252753.0
0.0,0.0,0.0,0.0,,409837.0,4252754.0
1.0,1.0,0.0,,,229969.0,4252755.0
0.0,0.0,0.0,0.0,,5351717.0,4252756.0
0.0,,0.0,1.0,0.0,409879.0,4252757.0
,,0.0,1.0,,230053.0,4252758.0
0.0,0.0,0.0,0.0,0.0,3246094.0,4252759.0
0.0,0.0,0.0,0.0,0.0,15732.0,4252760.0
,1.0,0.0,,0.0,3246095.0,4252761.0
0.0,0.0,0.0,0.0,0.0,5771541.0,4252762.0
0.0,0.0,0.0,0.0,0.0,24782.0,4252763.0
0.0,0.0,0.0,0.0,0.0,230404.0,4252764.0
,0.0,,0.0,0.0,3246097.0,4252765.0
0.0,0.0,0.0,0.0,0.0,3246098.0,4252766.0
0.0,0.0,0.0,,0.0,81371.0,4252767.0
,0.0,0.0,0.0,0.0,230714.0,4252768.0
0.0,,0.0,0.0,,410029.0,4252769.0
,,0.0,0.0,0.0,230723.0,4252770.0
,0.0,0.0,1.0,0.0,3246099.0,4252771.0
0.0,0.0,,0.0,,5355110.0,4252772.0
0.0,0.0,,1.0,,410055.0,4252773.0
,0.0,0.0,0.0,0.0,230818.0,4252774.0
,0.0,0.0,,0.0,135431328.0,4252775.0
0.0,,0.0,0.0,0.0,230856.0,4252776.0
